loan_id,account_id,loan_date,amount,duration,payments,status,account_district_id,frequency,creation_date,disp_id,client_id,has_disponent,client_district_id,gender,birth_date,code,region,no._of_inhabitants,no._of_municipalities_with_inhabitants_<_499,no._of_municipalities_with_inhabitants_500-1999,no._of_municipalities_with_inhabitants_2000-9999,no._of_municipalities_with_inhabitants_>10000,no._of_cities,ratio_of_urban_inhabitants,average_salary,unemployment_rate,avg_commited_crimes,ratio_entrepreneurs,criminality_growth,unemployment_growth,avg_amount_credit,avg_amount_withdrawal,avg_amount_total,min_amount,max_amount,credit_ratio,num_trans,avg_balance,min_balance,max_balance,std_balance,negative_balance,last_balance_negative,num_cash_credit,num_coll,num_interest,num_cash_withdrawal,num_rem,num_card_withdrawal,mean_no_symbol,num_no_symbol,mean_household,num_household,mean_statement,num_statement,mean_insurance,num_insurance,mean_sanction,num_sanction,mean_pension,num_pension,has_card,age_at_loan,days_between,same_district
6112,5442,1994-06-17,174744,24,7281,-1,34,monthly issuance,1993-03-22,6567,6567,False,5,female,1978-11-21,5,central Bohemia,95616,65,30,4,1,6,0.514,9307,4.14,0.029576639892904953,0.118,0.004434404283801874,0.5799999999999996,11542.828947368422,-5396.2074999999995,58.73644067796611,-37500.0,46739.0,0.3220338983050847,118,26252.81440677966,-1369.2,96659.4,23430.521918399387,True,False,23,0.0,15.0,38.0,42.0,0.0,2297.9655172413795,58,-8110.0,14.0,-14.6,14.0,-1017.0,14.0,-0.39999999999999997,3.0,0.0,0.0,False,15,452,False
5132,817,1995-02-17,538500,60,8975,1,5,monthly issuance,1994-03-18,981,981,False,5,male,1960-06-28,5,central Bohemia,95616,65,30,4,1,6,0.514,9307,4.14,0.029576639892904953,0.118,0.004434404283801874,0.5799999999999996,11733.345454545455,-6523.961111111112,401.2241379310345,-23800.0,32082.0,0.3793103448275862,58,33687.85862068966,200.0,69775.9,13408.02036465337,False,False,12,0.0,10.0,29.0,7.0,0.0,1551.8857142857144,35,-4605.0,7.0,-14.6,6.0,0.0,0.0,0.0,0.0,0.0,0.0,False,34,336,True
6153,5632,1995-07-25,285600,60,4760,1,5,weekly issuance,1994-11-15,6803,6803,True,5,female,1980-12-07,5,central Bohemia,95616,65,30,4,1,6,0.514,9307,4.14,0.029576639892904953,0.118,0.004434404283801874,0.5799999999999996,11216.012499999999,-9639.6,575.3938775510203,-33600.0,42729.0,0.4897959183673469,49,49651.8918367347,1100.0,126077.1,26473.42182373544,False,False,17,0.0,7.0,25.0,0.0,0.0,754.8333333333334,36,0.0,0.0,-30.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,False,14,252,True
6471,7184,1996-08-04,155640,24,6485,1,5,monthly issuance,1995-06-19,8670,8670,False,5,female,1943-01-07,5,central Bohemia,95616,65,30,4,1,6,0.514,9307,4.14,0.029576639892904953,0.118,0.004434404283801874,0.5799999999999996,12015.777777777777,-3640.146153846154,385.66285714285715,-21700.0,34486.0,0.2571428571428571,105,45183.34952380953,500.0,72838.9,13513.4703010347,False,False,14,0.0,13.0,42.0,36.0,0.0,1164.5846153846153,65,-3434.0,9.0,-14.600000000000001,9.0,-691.0,9.0,0.0,0.0,0.0,0.0,False,53,412,True
7104,10320,1993-12-13,259740,60,4329,1,68,monthly issuance,1993-07-11,12387,12695,False,68,male,1979-03-16,68,north Moravia,228848,15,40,18,2,6,0.5720000000000001,9893,4.404999999999999,0.025147696287492135,0.096,0.00115360413899182,0.6299999999999999,14443.35,-11030.57142857143,3954.0882352941176,-21500.0,38960.0,0.5882352941176471,17,45198.15294117647,800.0,79633.5,19487.23966632132,False,False,1,5.0,4.0,6.0,1.0,0.0,6571.0,12,-12414.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,14,155,True
5319,1811,1994-06-23,239460,60,3991,1,40,monthly issuance,1993-09-22,2195,2195,False,68,female,1942-09-13,68,north Moravia,228848,15,40,18,2,6,0.5720000000000001,9893,4.404999999999999,0.025147696287492135,0.096,0.00115360413899182,0.6299999999999999,13387.938888888888,-7312.228571428571,787.8369565217391,-23200.0,35918.0,0.391304347826087,46,40061.580434782605,300.0,74408.8,16062.53213841481,False,False,1,9.0,8.0,20.0,8.0,0.0,1729.7,30,-4206.0,4.0,-14.6,4.0,0.0,0.0,0.0,0.0,0.0,0.0,False,51,274,False
6737,8564,1995-03-11,76680,24,3195,1,68,monthly issuance,1993-09-12,10255,10563,True,68,male,1949-01-07,68,north Moravia,228848,15,40,18,2,6,0.5720000000000001,9893,4.404999999999999,0.025147696287492135,0.096,0.00115360413899182,0.6299999999999999,13581.835849056604,-7696.064444444445,190.15034965034968,-38700.0,57554.0,0.3706293706293706,143,62933.474825174824,1000.0,104676.1,21005.680291887616,False,False,2,17.0,34.0,64.0,26.0,0.0,1351.5903614457832,83,-7170.0,13.0,-14.599999999999998,13.0,0.0,0.0,0.0,0.0,0.0,0.0,False,46,545,True
5352,1993,1995-04-15,68400,12,5700,-1,68,monthly issuance,1994-10-30,2422,2422,False,68,female,1976-06-09,68,north Moravia,228848,15,40,18,2,6,0.5720000000000001,9893,4.404999999999999,0.025147696287492135,0.096,0.00115360413899182,0.6299999999999999,6971.799999999999,-7760.0,1710.4428571428573,-15800.0,31037.0,0.6428571428571429,14,31793.735714285714,800.0,51242.2,12297.15509867766,False,False,4,0.0,5.0,5.0,0.0,0.0,2586.222222222222,9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,18,167,True
5449,2343,1995-11-04,99336,24,4139,1,68,monthly issuance,1994-12-09,2831,2831,False,68,female,1980-07-09,68,north Moravia,228848,15,40,18,2,6,0.5720000000000001,9893,4.404999999999999,0.025147696287492135,0.096,0.00115360413899182,0.6299999999999999,5352.908333333334,-3487.342857142857,592.7730769230769,-11900.0,16866.0,0.46153846153846156,52,27019.571153846155,300.0,46568.0,7892.721828749214,False,False,14,0.0,10.0,22.0,6.0,0.0,1938.0666666666666,30,-4723.0,6.0,-14.6,6.0,0.0,0.0,0.0,0.0,0.0,0.0,False,15,330,True
5301,1698,1996-07-06,141948,36,3943,1,68,monthly issuance,1996-03-14,2063,2063,False,68,female,1950-09-26,68,north Moravia,228848,15,40,18,2,6,0.5720000000000001,9893,4.404999999999999,0.025147696287492135,0.096,0.00115360413899182,0.6299999999999999,9777.114285714286,-7066.666666666667,4723.98,-16200.0,28840.0,0.7,10,32592.68,800.0,63263.1,17970.97897715462,False,False,4,0.0,3.0,3.0,0.0,0.0,6699.142857142857,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,45,114,True
6820,9034,1993-12-16,38148,12,3179,1,1,monthly issuance,1993-06-28,10818,11126,False,1,female,1965-01-22,1,Prague,1204953,0,0,0,1,1,1.0,12541,0.36,0.07667684963645885,0.167,0.01114566294286997,0.14,8067.861111111111,-8863.236363636364,1645.7206896551722,-20600.0,32706.0,0.6206896551724138,29,37462.09310344827,900.0,62324.6,13293.431805243708,False,False,2,6.0,10.0,7.0,4.0,0.0,4658.133333333333,15,-4697.0,1.0,-14.6,1.0,-9115.0,2.0,0.0,0.0,0.0,0.0,False,28,171,True
4959,2,1994-01-05,80952,24,3373,1,1,monthly issuance,1993-02-26,2,2,True,1,male,1945-02-04,1,Prague,1204953,0,0,0,1,1,1.0,12541,0.36,0.07667684963645885,0.167,0.01114566294286997,0.14,10394.786363636364,-6276.39375,515.5685185185185,-22400.0,30354.0,0.4074074074074074,54,32590.624074074072,1100.0,67529.6,12061.705681876094,False,False,2,10.0,10.0,27.0,5.0,0.0,1908.1515151515152,33,-7266.0,5.0,-14.6,6.0,0.0,0.0,0.0,0.0,0.0,0.0,False,48,313,True
6499,7401,1994-01-05,80952,24,3373,1,1,monthly issuance,1993-02-26,8865,9173,True,1,male,1945-02-04,1,Prague,1204953,0,0,0,1,1,1.0,12541,0.36,0.07667684963645885,0.167,0.01114566294286997,0.14,10395.177272727273,-6248.26875,532.3944444444444,-22400.0,30354.0,0.4074074074074074,54,33312.53888888889,1100.0,67529.6,12270.895742079612,False,False,2,10.0,10.0,27.0,5.0,0.0,1935.4242424242425,33,-7266.0,5.0,-14.6,6.0,0.0,0.0,0.0,0.0,0.0,0.0,False,48,313,True
5479,2486,1994-01-10,24516,12,2043,1,1,monthly issuance,1993-02-27,3001,3001,False,1,male,1958-10-07,1,Prague,1204953,0,0,0,1,1,1.0,12541,0.36,0.07667684963645885,0.167,0.01114566294286997,0.14,20344.677419354837,-13143.542857142858,1077.482191780822,-59200.0,49536.0,0.4246575342465753,73,55582.22602739726,200.0,125254.2,29534.218113303323,False,False,21,0.0,10.0,42.0,0.0,0.0,1400.0363636363636,55,0.0,0.0,-14.6,8.0,0.0,0.0,0.0,0.0,0.0,0.0,False,35,317,True
6678,8173,1994-05-20,80340,12,6695,1,11,monthly issuance,1993-07-05,9787,10095,True,1,female,1976-02-06,1,Prague,1204953,0,0,0,1,1,1.0,12541,0.36,0.07667684963645885,0.167,0.01114566294286997,0.14,20306.622727272726,-11913.433333333332,1718.1288461538463,-39200.0,61260.0,0.4230769230769231,52,61531.59038461539,1100.0,122523.5,26678.258714234544,False,False,3,10.0,9.0,30.0,0.0,0.0,2283.9473684210525,38,0.0,0.0,-14.6,5.0,0.0,0.0,0.0,0.0,0.0,0.0,False,18,319,False
6736,8558,1994-06-14,288360,60,4806,1,1,issuance after transaction,1994-02-27,10247,10555,False,1,male,1935-12-15,1,Prague,1204953,0,0,0,1,1,1.0,12541,0.36,0.07667684963645885,0.167,0.01114566294286997,0.14,8081.3,-10600.0,4345.04,-15200.0,27116.0,0.8,10,33211.759999999995,800.0,58495.8,16686.231188764257,False,False,4,0.0,4.0,2.0,0.0,0.0,7212.333333333333,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,58,107,True
7220,10911,1994-07-28,131292,36,3647,1,1,weekly issuance,1993-05-29,13104,13412,False,1,male,1954-03-20,1,Prague,1204953,0,0,0,1,1,1.0,12541,0.36,0.07667684963645885,0.167,0.01114566294286997,0.14,11868.186206896553,-5792.888888888889,377.8481927710842,-24000.0,32823.0,0.3493975903614458,83,36635.115662650605,1000.0,70288.4,12494.312333486101,False,False,2,14.0,13.0,44.0,10.0,0.0,2018.5294117647059,51,-7312.0,10.0,-30.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,False,40,425,True
6919,9403,1994-08-05,120888,36,3358,1,1,weekly issuance,1993-03-27,11266,11574,False,1,female,1944-04-20,1,Prague,1204953,0,0,0,1,1,1.0,12541,0.36,0.07667684963645885,0.167,0.01114566294286997,0.14,13123.877777777778,-7007.416666666667,541.81875,-49200.0,48618.0,0.375,96,40838.755208333336,600.0,116468.4,21557.464543439626,False,False,21,0.0,15.0,48.0,12.0,0.0,1580.8392857142858,56,-3225.0,12.0,-30.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,False,50,496,True
6038,5120,1994-08-10,323472,48,6739,1,1,monthly issuance,1993-06-21,6178,6178,False,1,female,1940-10-15,1,Prague,1204953,0,0,0,1,1,1.0,12541,0.36,0.07667684963645885,0.167,0.01114566294286997,0.14,13879.189285714285,-11015.089655172413,1213.6789473684212,-33900.0,44802.0,0.49122807017543857,57,45414.07368421053,200.0,119934.1,26516.428001628443,False,False,19,0.0,9.0,24.0,5.0,0.0,2232.891891891892,37,-3008.0,5.0,-14.6,6.0,0.0,0.0,0.0,0.0,0.0,0.0,False,53,415,True
6120,5481,1994-09-11,209184,48,4358,1,52,monthly issuance,1993-08-16,6616,6616,False,1,male,1953-06-18,1,Prague,1204953,0,0,0,1,1,1.0,12541,0.36,0.07667684963645885,0.167,0.01114566294286997,0.14,19731.792307692307,-11161.233333333334,650.8058823529414,-61800.0,54645.0,0.38235294117647056,68,46230.339705882354,1000.0,110583.8,19403.334950613862,False,False,1,13.0,12.0,42.0,0.0,0.0,882.6041666666666,48,0.0,0.0,-14.6,8.0,0.0,0.0,0.0,0.0,0.0,0.0,False,41,391,False
5882,4427,1994-09-26,87816,12,7318,1,32,monthly issuance,1993-06-07,5337,5337,True,1,male,1961-05-02,1,Prague,1204953,0,0,0,1,1,1.0,12541,0.36,0.07667684963645885,0.167,0.01114566294286997,0.14,4840.648780487805,-4251.186046511628,186.49523809523808,-10300.0,14886.0,0.4880952380952381,84,25533.214285714286,800.0,43442.2,6896.753585410004,False,False,27,0.0,14.0,32.0,11.0,0.0,1416.0,49,-5005.0,11.0,-14.6,10.0,0.0,0.0,0.0,0.0,0.0,0.0,False,33,476,False
6229,6040,1994-10-02,11736,24,489,1,1,monthly issuance,1993-04-22,7299,7299,False,1,male,1938-09-16,1,Prague,1204953,0,0,0,1,1,1.0,12541,0.36,0.07667684963645885,0.167,0.01114566294286997,0.14,11518.78888888889,-3996.822680412371,202.89172932330825,-22500.0,33098.0,0.2706766917293233,133,42224.43909774436,1100.0,70826.8,11703.03977104676,False,False,19,0.0,17.0,59.0,38.0,0.0,1609.7662337662337,77,-2635.0,13.0,-14.599999999999998,13.0,-5015.0,13.0,0.0,0.0,0.0,0.0,False,56,528,True
5351,1978,1994-12-04,205200,36,5700,1,57,weekly issuance,1993-06-11,2403,2403,False,1,female,1963-01-25,1,Prague,1204953,0,0,0,1,1,1.0,12541,0.36,0.07667684963645885,0.167,0.01114566294286997,0.14,17320.669444444444,-6117.8279569892475,423.1480620155039,-31200.0,51303.0,0.27906976744186046,129,58336.31162790698,900.0,93928.5,17204.070909560676,False,False,2,17.0,17.0,54.0,39.0,0.0,2006.972602739726,73,-7001.0,13.0,-30.0,13.0,-356.0,13.0,0.0,0.0,0.0,0.0,False,31,541,False
7142,10451,1994-12-19,482940,60,8049,-1,1,monthly issuance,1993-08-29,12551,12859,False,1,female,1976-05-21,1,Prague,1204953,0,0,0,1,1,1.0,12541,0.36,0.07667684963645885,0.167,0.01114566294286997,0.14,4877.926785714286,-3442.2243243243242,141.84076923076924,-15800.0,21056.0,0.4307692307692308,130,26358.754615384616,900.0,57707.2,9885.477724726501,False,False,26,0.0,30.0,40.0,34.0,0.0,744.6716417910447,67,-2439.0,11.0,-14.6,11.0,-689.0,11.0,0.0,0.0,0.0,0.0,False,18,477,True
5576,2962,1994-12-21,31248,12,2604,1,1,monthly issuance,1993-05-30,3576,3576,False,1,female,1939-03-15,1,Prague,1204953,0,0,0,1,1,1.0,12541,0.36,0.07667684963645885,0.167,0.01114566294286997,0.14,16817.427450980394,-11648.785507246375,449.3550000000001,-64100.0,47033.0,0.425,120,64493.09916666667,1000.0,144715.3,28994.626431825105,False,False,33,0.0,18.0,69.0,0.0,0.0,551.8666666666667,90,0.0,0.0,-14.6,12.0,0.0,0.0,0.0,0.0,0.0,0.0,False,55,570,True
5739,3747,1995-01-02,76380,12,6365,1,1,monthly issuance,1994-05-01,4520,4520,False,1,female,1957-06-28,1,Prague,1204953,0,0,0,1,1,1.0,12541,0.36,0.07667684963645885,0.167,0.01114566294286997,0.14,4596.96,-2751.296,514.5955555555555,-8700.0,12861.0,0.4444444444444444,45,26122.84888888889,1100.0,41703.3,8289.780093711837,False,False,12,0.0,8.0,13.0,12.0,0.0,1519.92,25,-2389.0,4.0,-14.6,4.0,-1500.0,4.0,0.0,0.0,0.0,0.0,False,37,246,True
6244,6118,1995-01-08,270648,36,7518,-1,1,weekly issuance,1994-03-07,7390,7390,False,1,male,1937-11-04,1,Prague,1204953,0,0,0,1,1,1.0,12541,0.36,0.07667684963645885,0.167,0.01114566294286997,0.14,13666.85,-12250.277777777777,708.286111111111,-52700.0,47433.0,0.5,72,60819.976388888885,200.0,134501.4,29717.34457286979,False,False,16,0.0,20.0,36.0,0.0,0.0,2078.897435897436,39,-5700.0,6.0,-30.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,False,57,307,True
6960,9640,1995-01-11,76416,24,3184,1,1,monthly issuance,1993-03-13,11558,11866,True,1,male,1937-09-02,1,Prague,1204953,0,0,0,1,1,1.0,12541,0.36,0.07667684963645885,0.167,0.01114566294286997,0.14,8867.943859649122,-5137.602083333333,80.1503267973856,-21400.0,28659.0,0.37254901960784315,153,31375.160784313724,8686.4,64494.1,11990.873356406239,False,False,13,22.0,22.0,60.0,36.0,0.0,2105.7157894736843,95,-10597.0,18.0,-14.600000000000001,18.0,0.0,0.0,0.0,0.0,0.0,0.0,False,57,669,True
5724,3678,1995-02-05,316140,60,5269,-1,1,monthly issuance,1993-03-24,4433,4433,False,1,male,1968-02-22,1,Prague,1204953,0,0,0,1,1,1.0,12541,0.36,0.07667684963645885,0.167,0.01114566294286997,0.14,4591.911666666667,-3325.351898734177,92.17194244604318,-9500.0,13352.0,0.4316546762589928,139,18632.93381294964,800.0,39616.2,6901.260790646524,False,False,38,0.0,22.0,79.0,0.0,0.0,1435.6296296296296,81,-5827.777777777777,18.0,-14.600000000000001,18.0,0.0,0.0,0.0,0.0,0.0,0.0,False,26,683,True
7241,11021,1995-03-04,168984,24,7041,-1,1,monthly issuance,1993-08-10,13240,13548,False,1,male,1976-03-18,1,Prague,1204953,0,0,0,1,1,1.0,12541,0.36,0.07667684963645885,0.167,0.01114566294286997,0.14,12442.474324324325,-10423.706976744184,151.90187500000005,-55200.0,49960.0,0.4625,160,56053.9975,-517.7,120806.4,28355.36015800731,True,False,36,0.0,38.0,86.0,0.0,0.0,167.94117647058823,102,0.0,0.0,-14.600000000000001,18.0,0.0,0.0,-2.5,2.0,0.0,0.0,False,18,571,True
5599,3064,1995-03-21,15420,12,1285,1,40,monthly issuance,1993-05-23,3705,3705,False,1,female,1965-06-04,1,Prague,1204953,0,0,0,1,1,1.0,12541,0.36,0.07667684963645885,0.167,0.01114566294286997,0.14,4776.766037735849,-2258.1755102040815,211.04238410596028,-11840.0,13881.0,0.3509933774834437,151,24577.2,1000.0,41137.4,7049.350987979909,False,False,32,0.0,21.0,64.0,34.0,0.0,569.5625,96,-1455.0,17.0,-14.6,17.0,0.0,0.0,0.0,0.0,0.0,0.0,False,29,667,False
6546,7607,1995-03-27,31728,24,1322,1,1,monthly issuance,1993-09-05,9110,9418,True,1,male,1950-04-10,1,Prague,1204953,0,0,0,1,1,1.0,12541,0.36,0.07667684963645885,0.167,0.01114566294286997,0.14,7781.153658536585,-3766.1105263157897,280.3666666666667,-19680.0,22267.5,0.3504273504273504,117,31139.747863247863,600.0,56122.8,9913.02291629028,False,False,23,0.0,18.0,62.0,14.0,0.0,1616.6549295774648,71,-6020.0,14.0,-14.6,14.0,0.0,0.0,0.0,0.0,0.0,0.0,False,44,568,True
5740,3752,1995-04-02,18564,12,1547,1,1,monthly issuance,1994-11-25,4527,4527,False,1,female,1963-02-04,1,Prague,1204953,0,0,0,1,1,1.0,12541,0.36,0.07667684963645885,0.167,0.01114566294286997,0.14,8607.3,-8550.0,3328.1307692307696,-13400.0,25603.5,0.6923076923076923,13,35538.04615384615,200.0,56498.4,14265.870341694039,False,False,5,0.0,4.0,4.0,0.0,0.0,4756.722222222223,9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,32,128,True
5045,347,1995-05-01,187224,24,7801,-1,65,monthly issuance,1993-12-13,424,424,False,1,male,1947-10-08,1,Prague,1204953,0,0,0,1,1,1.0,12541,0.36,0.07667684963645885,0.167,0.01114566294286997,0.14,13214.305263157894,-9026.228000000001,577.6386363636364,-51900.0,46293.0,0.4318181818181818,88,42084.31136363636,-243.3,92571.3,22038.48158908669,True,False,21,0.0,17.0,50.0,0.0,0.0,833.5344827586207,58,0.0,0.0,-14.6,12.0,0.0,0.0,-0.2,1.0,0.0,0.0,False,47,504,False
5138,854,1995-05-30,87216,48,1817,1,62,monthly issuance,1993-09-21,1029,1029,False,1,female,1954-03-16,1,Prague,1204953,0,0,0,1,1,1.0,12541,0.36,0.07667684963645885,0.167,0.01114566294286997,0.14,5670.470731707317,-1922.3738317757009,181.04932432432435,-9900.0,15608.0,0.27702702702702703,148,30847.14932432432,700.0,43787.3,6554.760512834303,False,False,22,0.0,19.0,60.0,47.0,0.0,930.9024390243902,82,-382.0,16.0,-14.6,15.0,-2843.0,16.0,0.0,0.0,0.0,0.0,False,41,616,False
7008,9897,1995-09-22,36168,12,3014,1,1,monthly issuance,1995-03-04,11873,12181,False,1,male,1961-08-19,1,Prague,1204953,0,0,0,1,1,1.0,12541,0.36,0.07667684963645885,0.167,0.01114566294286997,0.14,9289.213333333335,-5247.628571428571,809.388888888889,-18500.0,27122.0,0.4166666666666667,36,39063.76666666666,300.0,63738.0,14039.273386590507,False,False,2,7.0,6.0,13.0,8.0,0.0,2261.304347826087,23,-1507.0,2.0,-14.6,2.0,-6953.0,3.0,0.0,0.0,0.0,0.0,False,34,202,True
7057,10093,1995-10-20,231696,36,6436,1,1,weekly issuance,1994-07-01,12108,12416,True,1,male,1973-05-30,1,Prague,1204953,0,0,0,1,1,1.0,12541,0.36,0.07667684963645885,0.167,0.01114566294286997,0.14,20382.055882352943,-7099.076086956522,316.4674603174603,-36000.0,60566.0,0.2698412698412698,126,45873.61666666667,800.0,108575.3,20926.369442514395,False,False,3,16.0,15.0,57.0,35.0,0.0,1984.2987012987012,77,-2762.0,11.0,-30.0,11.0,-7082.0,12.0,0.0,0.0,0.0,0.0,False,22,476,True
7304,11349,1995-10-29,419880,60,6998,1,1,weekly issuance,1995-05-26,13647,13955,True,1,female,1945-10-30,1,Prague,1204953,0,0,0,1,1,1.0,12541,0.36,0.07667684963645885,0.167,0.01114566294286997,0.14,21108.227272727272,-29640.85714285714,1372.4722222222222,-64800.0,62982.0,0.6111111111111112,18,59352.833333333336,200.0,104039.9,27879.396856671145,False,False,2,5.0,4.0,6.0,1.0,0.0,2679.5384615384614,13,-10886.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,50,156,True
6185,5774,1995-11-28,31176,24,1299,1,1,monthly issuance,1995-06-08,6987,6987,False,1,male,1968-01-29,1,Prague,1204953,0,0,0,1,1,1.0,12541,0.36,0.07667684963645885,0.167,0.01114566294286997,0.14,10761.475,-7135.509090909091,2202.0478260869563,-16900.0,29418.0,0.5217391304347826,23,46304.15217391304,700.0,65769.6,15340.950971615734,False,False,7,0.0,5.0,9.0,2.0,0.0,3194.6875,16,-1413.0,1.0,-14.6,1.0,0.0,0.0,0.0,0.0,0.0,0.0,False,27,173,True
6785,8899,1995-12-25,125340,60,2089,1,1,weekly issuance,1994-09-05,10655,10963,False,1,male,1944-06-15,1,Prague,1204953,0,0,0,1,1,1.0,12541,0.36,0.07667684963645885,0.167,0.01114566294286997,0.14,10958.024561403508,-8651.42857142857,149.66456692913385,-45200.0,49974.0,0.44881889763779526,127,51145.515748031496,500.0,110933.4,22705.18278242659,False,False,29,0.0,28.0,57.0,13.0,0.0,857.8767123287671,73,-3713.0,13.0,-30.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,False,51,476,True
6698,8327,1996-03-10,247728,48,5161,1,1,weekly issuance,1995-08-08,9974,10282,False,1,male,1979-06-19,1,Prague,1204953,0,0,0,1,1,1.0,12541,0.36,0.07667684963645885,0.167,0.01114566294286997,0.14,14307.730434782608,-10241.703703703704,1051.0360000000003,-57900.0,48620.0,0.46,50,60054.734000000004,200.0,108390.1,23168.339445014884,False,False,11,0.0,12.0,21.0,6.0,0.0,1949.96875,32,-4104.0,3.0,-30.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,False,16,215,True
6063,5213,1996-04-25,320976,48,6687,-1,1,monthly issuance,1995-08-18,6299,6299,False,1,male,1936-08-09,1,Prague,1204953,0,0,0,1,1,1.0,12541,0.36,0.07667684963645885,0.167,0.01114566294286997,0.14,17416.52608695652,-13115.474074074074,929.2460000000001,-49700.0,70071.0,0.46,50,49482.968,1000.0,130775.0,27435.703120029266,False,False,1,8.0,14.0,27.0,0.0,0.0,1333.1818181818182,33,0.0,0.0,-14.6,3.0,0.0,0.0,0.0,0.0,0.0,0.0,False,59,251,True
5429,2268,1996-07-18,20196,36,561,1,1,monthly issuance,1995-02-11,2746,2746,False,1,male,1971-02-25,1,Prague,1204953,0,0,0,1,1,1.0,12541,0.36,0.07667684963645885,0.167,0.01114566294286997,0.14,12967.817647058822,-6051.9548387096775,684.2145833333333,-24500.0,35469.0,0.3541666666666667,96,52636.598958333336,200.0,77158.8,15288.688964738765,False,False,18,0.0,16.0,49.0,13.0,0.0,2495.4727272727273,55,-5742.0,13.0,-14.6,12.0,0.0,0.0,0.0,0.0,0.0,0.0,False,25,523,True
6012,4994,1996-08-03,258444,36,7179,1,1,weekly issuance,1996-01-11,6033,6033,False,1,male,1966-05-27,1,Prague,1204953,0,0,0,1,1,1.0,12541,0.36,0.07667684963645885,0.167,0.01114566294286997,0.14,8032.675,-10625.0,3368.25625,-14600.0,31830.0,0.75,16,40688.1375,600.0,61790.4,17230.159617750694,False,False,7,0.0,5.0,4.0,0.0,0.0,4801.090909090909,11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,30,205,True
5385,2143,1996-09-09,71460,36,1985,1,1,monthly issuance,1996-01-13,2592,2592,True,1,female,1980-08-31,1,Prague,1204953,0,0,0,1,1,1.0,12541,0.36,0.07667684963645885,0.167,0.01114566294286997,0.14,11367.793749999999,-8815.72,1601.5774193548389,-26600.0,33669.0,0.5161290322580645,31,49220.9806451613,700.0,76403.1,16380.59460647302,False,False,9,0.0,7.0,12.0,3.0,0.0,3885.8333333333335,18,-7264.0,3.0,-14.6,3.0,0.0,0.0,0.0,0.0,0.0,0.0,False,16,240,True
7194,10762,1996-09-17,68832,36,1912,1,1,monthly issuance,1995-10-23,12923,13231,False,1,male,1959-07-01,1,Prague,1204953,0,0,0,1,1,1.0,12541,0.36,0.07667684963645885,0.167,0.01114566294286997,0.14,9718.266666666666,-6265.434482758621,972.4679245283018,-24000.0,28353.0,0.4528301886792453,53,37557.05471698113,700.0,61939.6,12288.790411270784,False,False,14,0.0,10.0,23.0,6.0,0.0,2668.516129032258,31,-5435.0,6.0,-14.6,6.0,0.0,0.0,0.0,0.0,0.0,0.0,False,37,330,True
5375,2106,1996-10-03,101520,12,8460,1,1,monthly issuance,1996-02-01,2550,2550,False,1,female,1976-10-12,1,Prague,1204953,0,0,0,1,1,1.0,12541,0.36,0.07667684963645885,0.167,0.01114566294286997,0.14,6132.844444444444,-4683.5199999999995,440.0210526315789,-10000.0,18513.0,0.47368421052631576,38,26449.092105263157,400.0,43218.7,10352.391968575044,False,False,10,0.0,8.0,16.0,4.0,0.0,1353.0454545454545,22,-3468.0,4.0,-14.6,4.0,0.0,0.0,0.0,0.0,0.0,0.0,False,19,245,True
5635,3230,1996-10-04,77184,36,2144,1,1,monthly issuance,1995-03-11,3907,3907,False,1,female,1954-12-09,1,Prague,1204953,0,0,0,1,1,1.0,12541,0.36,0.07667684963645885,0.167,0.01114566294286997,0.14,15884.205555555556,-13399.643902439026,291.5064935064934,-63600.0,48447.0,0.4675324675324675,77,50722.27012987013,200.0,142917.9,30287.214667670312,False,False,20,0.0,16.0,41.0,0.0,0.0,357.9807692307692,52,0.0,0.0,-14.600000000000001,9.0,0.0,0.0,0.0,0.0,0.0,0.0,False,41,573,True
6817,9024,1996-10-04,70656,48,1472,1,1,monthly issuance,1996-01-05,10806,11114,False,1,male,1952-07-26,1,Prague,1204953,0,0,0,1,1,1.0,12541,0.36,0.07667684963645885,0.167,0.01114566294286997,0.14,5128.586206896552,-5260.541666666667,424.07547169811323,-26080.0,22317.0,0.5471698113207547,53,32646.850943396224,600.0,55343.2,12948.761537492877,False,False,11,0.0,18.0,20.0,4.0,0.0,1747.7307692307693,26,-6270.0,4.0,-14.6,5.0,0.0,0.0,0.0,0.0,0.0,0.0,False,44,273,True
