;account_id;frequency;date;loan_id;date_loan;amount;duration;payments;status;client_id;type;birth_number;district_id_client;gender;age_loan;code;name ;region;no. of inhabitants;no. of municipalities with inhabitants < 499 ;no. of municipalities with inhabitants 500-1999;no. of municipalities with inhabitants 2000-9999 ;no. of municipalities with inhabitants >10000 ;no. of cities ;ratio of urban inhabitants ;average salary ;no. of enterpreneurs per 1000 inhabitants ;unemployment_rate;commited_crimes;disp_id_count;diff_salary_loan
132;3678;monthly issuance;930324;5724;950205;316140;60;5269;-1;4433;OWNER;680222;1;male;950205;1;Hl.m. Praha;Prague;1204953;0;0;0;1;1;100.0;12541;167;0.36;92392.0;1;7272
133;6472;monthly issuance;940208;6315;950206;43164;12;3597;1;7814;OWNER;765106;61;female;950206;61;Trebic;south Moravia;117897;139;28;5;1;6;53.8;8814;107;5.25;2085.5;1;5217
134;4413;weekly issuance;940115;5876;950208;221280;48;4610;1;5318;OWNER;680328;74;male;950208;74;Ostrava - mesto;north Moravia;323870;0;0;0;1;1;100.0;10673;100;5.095000000000001;18564.5;2;6063
135;9750;monthly issuance;940516;6986;950211;151728;48;3161;-1;12003;OWNER;760623;74;male;950211;74;Ostrava - mesto;north Moravia;323870;0;0;0;1;1;100.0;10673;100;5.095000000000001;18564.5;1;7512
136;6353;monthly issuance;931126;6294;950212;79920;60;1332;1;7672;OWNER;530405;26;male;950212;26;Plzen - mesto;west Bohemia;170449;0;0;0;1;1;100.0;10787;131;2.865;6151.0;1;9455
137;817;monthly issuance;940318;5132;950217;538500;60;8975;1;981;OWNER;600628;5;male;950217;5;Kolin;central Bohemia;95616;65;30;4;1;6;51.4;9307;118;4.14;2828.0;1;332
138;4414;monthly issuance;930910;5877;950223;97224;24;4051;1;5320;OWNER;515407;17;female;950223;17;Pelhrimov;south Bohemia;74062;99;15;4;2;7;61.4;8114;119;2.5;1092.0;2;4063
139;6030;monthly issuance;930824;6227;950304;28248;24;1177;1;7286;OWNER;705210;47;female;950304;47;Pardubice;east Bohemia;162580;83;26;5;1;6;72.8;9538;111;1.6600000000000001;5744.5;1;8361
140;11021;monthly issuance;930810;7241;950304;168984;24;7041;-1;13548;OWNER;760318;1;male;950304;1;Hl.m. Praha;Prague;1204953;0;0;0;1;1;100.0;12541;167;0.36;92392.0;1;5500
141;8564;monthly issuance;930912;6737;950311;76680;24;3195;1;10563;OWNER;490107;68;male;950311;68;Frydek - Mistek;north Moravia;228848;15;40;18;2;6;57.2;9893;96;4.404999999999999;5755.0;2;6698
142;9869;monthly issuance;930821;7004;950315;331560;60;5526;1;12144;OWNER;801123;2;male;950315;2;Benesov;central Bohemia;88884;80;26;6;2;5;46.7;8507;132;1.76;2416.5;2;2981
143;5700;monthly issuance;930720;6169;950316;103680;60;1728;-1;6895;OWNER;710624;42;male;950316;42;Havlickuv Brod;east Bohemia;95907;87;25;5;2;7;59.1;8388;87;2.675;1663.0;1;6660
144;1247;monthly issuance;930608;5208;950316;99696;48;2077;-1;1505;OWNER;715625;65;female;950316;65;Znojmo;south Moravia;114200;101;41;4;1;4;43.7;8403;105;5.73;2437.5;1;6326
145;8316;monthly issuance;940604;6694;950319;134784;24;5616;1;10269;OWNER;405511;70;female;950319;70;Karvina;north Moravia;285387;0;2;8;5;7;89.9;10177;81;7.1899999999999995;9993.0;1;4561
146;3064;monthly issuance;930523;5599;950321;15420;12;1285;1;3705;OWNER;655604;1;female;950321;1;Hl.m. Praha;Prague;1204953;0;0;0;1;1;100.0;12541;167;0.36;92392.0;1;11256
147;7607;monthly issuance;930905;6546;950327;31728;24;1322;1;9418;OWNER;500410;1;male;950327;1;Hl.m. Praha;Prague;1204953;0;0;0;1;1;100.0;12541;167;0.36;92392.0;2;11219
148;2228;monthly issuance;940319;5414;950329;185952;48;3874;1;2700;OWNER;450222;34;male;950329;34;Chomutov;north Bohemia;125236;28;11;1;4;5;87.7;9675;100;7.055;5256.5;1;5801
149;2361;monthly issuance;940225;5453;950401;156672;36;4352;1;2853;OWNER;565425;28;female;950401;28;Plzen - sever;west Bohemia;72541;66;26;10;0;8;36.9;8594;112;1.815;1552.5;1;4242
150;3752;monthly issuance;941125;5740;950402;18564;12;1547;1;4527;OWNER;635204;1;female;950402;1;Hl.m. Praha;Prague;1204953;0;0;0;1;1;100.0;12541;167;0.36;92392.0;1;10994
151;4079;monthly issuance;931103;5804;950405;158976;48;3312;1;4916;OWNER;390109;52;male;950405;52;Usti nad Orlici;east Bohemia;139012;59;41;8;3;10;61.9;8363;108;3.005;2681.5;1;5051
152;8625;monthly issuance;931110;6745;950410;47304;24;1971;1;10636;OWNER;710803;64;male;950410;64;Zlin;south Moravia;197099;29;41;10;2;10;74.7;9624;145;1.955;4374.5;1;7653
153;9591;monthly issuance;930520;6950;950411;104712;24;4363;1;11804;OWNER;441212;74;male;950411;74;Ostrava - mesto;north Moravia;323870;0;0;0;1;1;100.0;10673;100;5.095000000000001;18564.5;1;6310
154;9828;monthly issuance;930520;6996;950413;126600;24;5275;1;12095;OWNER;390227;47;male;950413;47;Pardubice;east Bohemia;162580;83;26;5;1;6;72.8;9538;111;1.6600000000000001;5744.5;1;4263
155;1993;monthly issuance;941030;5352;950415;68400;12;5700;-1;2422;OWNER;765609;68;female;950415;68;Frydek - Mistek;north Moravia;228848;15;40;18;2;6;57.2;9893;96;4.404999999999999;5755.0;1;4193
156;5628;monthly issuance;940617;6151;950425;225420;60;3757;1;6798;OWNER;485803;61;female;950425;61;Trebic;south Moravia;117897;139;28;5;1;6;53.8;8814;107;5.25;2085.5;1;5057
157;1762;monthly issuance;931211;5310;950428;248148;36;6893;1;2136;OWNER;405724;28;female;950428;28;Plzen - sever;west Bohemia;72541;66;26;10;0;8;36.9;8594;112;1.815;1552.5;1;1701
158;347;monthly issuance;931213;5045;950501;187224;24;7801;-1;424;OWNER;471008;1;male;950501;1;Hl.m. Praha;Prague;1204953;0;0;0;1;1;100.0;12541;167;0.36;92392.0;1;4740
159;9472;weekly issuance;930706;6929;950508;36396;12;3033;1;11662;OWNER;720403;76;male;950508;76;Sumperk;north Moravia;127369;31;32;13;2;7;51.2;8369;107;5.305;3271.5;1;5336
160;960;issuance after transaction;941102;5151;950524;189060;60;3151;1;1157;OWNER;586230;4;female;950524;4;Kladno;central Bohemia;149893;63;29;6;2;6;67.4;9753;109;4.845;5568.0;1;6602
161;1256;monthly issuance;940421;5212;950529;71064;36;1974;1;1516;OWNER;466017;38;female;950529;38;Louny;north Bohemia;85852;41;23;4;2;4;59.8;8965;104;7.655;2737.5;1;6991
162;854;monthly issuance;930921;5138;950530;87216;48;1817;1;1029;OWNER;545316;1;female;950530;1;Hl.m. Praha;Prague;1204953;0;0;0;1;1;100.0;12541;167;0.36;92392.0;1;10724
163;3629;monthly issuance;930727;5713;950530;158760;60;2646;1;4377;OWNER;780131;48;male;950530;48;Rychnov nad Kneznou;east Bohemia;78955;50;24;8;1;9;59.0;9060;124;2.11;1686.0;1;6414
164;8377;monthly issuance;931120;6704;950601;417060;60;6951;1;10350;OWNER;615914;29;female;950601;29;Rokycany;west Bohemia;45714;52;10;5;1;6;55.6;8843;113;3.21;853.0;2;1892
165;7190;monthly issuance;930906;6474;950606;63360;60;1056;1;8677;OWNER;550814;49;male;950606;49;Semily;east Bohemia;75685;31;28;5;1;9;60.8;8208;155;2.0749999999999997;1891.5;2;7152
166;8159;monthly issuance;950208;6676;950613;29784;24;1241;1;10076;OWNER;696225;26;female;950613;26;Plzen - mesto;west Bohemia;170449;0;0;0;1;1;100.0;10787;131;2.865;6151.0;2;9546
167;9656;monthly issuance;931114;6965;950613;139536;24;5814;1;11886;OWNER;415913;61;female;950613;61;Trebic;south Moravia;117897;139;28;5;1;6;53.8;8814;107;5.25;2085.5;1;3000
168;8489;monthly issuance;930918;6725;950623;265320;36;7370;1;10475;OWNER;485828;51;female;950623;51;Trutnov;east Bohemia;121947;37;28;7;3;11;70.5;8541;131;2.74;3667.5;2;1171
169;10630;monthly issuance;950115;7166;950624;198240;24;8260;1;13071;OWNER;560218;41;male;950624;41;Usti nad Labem;north Bohemia;118650;8;8;5;1;3;85.6;9832;114;3.9000000000000004;5958.0;1;1572
170;10440;monthly issuance;930913;7138;950703;60000;60;1000;1;12844;OWNER;461015;45;male;950703;45;Jicin;east Bohemia;77917;85;19;6;1;5;53.5;8390;132;2.585;2101.0;1;7390
171;4774;monthly issuance;940114;5970;950709;465072;48;9689;1;5760;OWNER;480508;66;male;950709;66;Zdar nad Sazavou;south Moravia;125832;151;41;2;3;5;48.3;8512;102;3.815;2175.0;2;-1177
172;5650;issuance after transaction;950108;6157;950710;98592;24;4108;1;6829;OWNER;636224;10;female;950710;10;Praha - vychod;central Bohemia;92084;55;29;4;3;5;46.7;10124;141;0.55;4063.0;1;6016
173;5632;weekly issuance;941115;6153;950725;285600;60;4760;1;6803;OWNER;806207;5;female;950725;5;Kolin;central Bohemia;95616;65;30;4;1;6;51.4;9307;118;4.14;2828.0;2;4547
174;3489;monthly issuance;941208;5693;950801;44088;24;1837;1;4217;OWNER;515625;9;female;950801;9;Nymburk;central Bohemia;81344;61;23;4;2;6;55.3;8899;149;3.68;2737.0;1;7062
175;4580;monthly issuance;940827;5922;950805;20220;12;1685;1;5521;OWNER;735515;9;female;950805;9;Nymburk;central Bohemia;81344;61;23;4;2;6;55.3;8899;149;3.68;2737.0;1;7214
176;4727;monthly issuance;950213;5959;950811;107640;24;4485;1;5701;OWNER;596122;2;female;950811;2;Benesov;central Bohemia;88884;80;26;6;2;5;46.7;8507;132;1.76;2416.5;1;4022
177;4825;monthly issuance;940604;5980;950818;21396;12;1783;1;5826;OWNER;680909;15;male;950818;15;Cesky Krumlov;south Bohemia;58796;22;16;7;1;5;51.9;9045;124;3.365;1862.0;2;7262
178;8776;monthly issuance;940824;6764;950826;33984;48;708;1;10818;OWNER;720804;64;male;950826;64;Zlin;south Moravia;197099;29;41;10;2;10;74.7;9624;145;1.955;4374.5;1;8916
179;1375;monthly issuance;940427;5237;950829;45336;24;1889;1;1663;OWNER;570429;19;male;950829;19;Prachatice;south Bohemia;51428;50;11;3;1;4;52.7;8402;120;3.5549999999999997;1049.0;1;6513
180;8492;monthly issuance;940629;6726;950903;85860;60;1431;1;10479;OWNER;556020;2;female;950903;2;Benesov;central Bohemia;88884;80;26;6;2;5;46.7;8507;132;1.76;2416.5;1;7076
181;9493;monthly issuance;950402;6933;950909;188688;48;3931;1;11685;OWNER;655723;64;female;950909;64;Zlin;south Moravia;197099;29;41;10;2;10;74.7;9624;145;1.955;4374.5;1;5693
182;915;monthly issuance;950118;5145;950916;309552;48;6449;1;1102;OWNER;350129;72;male;950916;72;Olomouc;north Moravia;226122;32;50;7;4;4;62.6;8994;110;4.295;9440.0;1;2545
183;9897;monthly issuance;950304;7008;950922;36168;12;3014;1;12181;OWNER;610819;1;male;950922;1;Hl.m. Praha;Prague;1204953;0;0;0;1;1;100.0;12541;167;0.36;92392.0;1;9527
184;10942;weekly issuance;940605;7227;951002;314520;60;5242;1;13451;OWNER;556118;44;female;951002;44;Chrudim;east Bohemia;105606;77;26;7;2;7;53.0;8254;97;3.275;2245.5;1;3012
185;7861;monthly issuance;950422;6600;951008;21852;36;607;1;9721;OWNER;541205;34;male;951008;34;Chomutov;north Bohemia;125236;28;11;1;4;5;87.7;9675;100;7.055;5256.5;1;9068
186;8405;monthly issuance;940510;6712;951014;266220;60;4437;1;10382;OWNER;655217;20;female;951014;20;Strakonice;south Bohemia;70646;94;14;3;1;4;58.4;8547;120;3.145;1552.5;1;4110
187;10093;weekly issuance;940701;7057;951020;231696;36;6436;1;12416;OWNER;730530;1;male;951020;1;Hl.m. Praha;Prague;1204953;0;0;0;1;1;100.0;12541;167;0.36;92392.0;2;6105
188;10663;monthly issuance;931208;7176;951028;260028;36;7223;1;13113;OWNER;761125;11;male;951028;11;Praha - zapad;central Bohemia;75637;35;36;9;0;7;36.5;9622;154;0.52;3502.0;1;2399
189;11349;weekly issuance;950526;7304;951029;419880;60;6998;1;13955;OWNER;456030;1;female;951029;1;Hl.m. Praha;Prague;1204953;0;0;0;1;1;100.0;12541;167;0.36;92392.0;2;5543
190;6738;monthly issuance;940728;6362;951031;37908;12;3159;1;8130;OWNER;765508;62;female;951031;62;Uherske Hradiste;south Moravia;145688;22;41;13;2;5;40.7;8544;109;1.5750000000000002;2812.5;1;5385
191;4423;monthly issuance;950426;5880;951031;73836;36;2051;1;5333;OWNER;675529;39;female;951031;39;Most;north Bohemia;119895;17;4;3;2;4;89.9;10446;90;8.370000000000001;4845.0;1;8395
192;7546;monthly issuance;940903;6535;951102;41952;12;3496;1;9346;OWNER;721210;43;male;951102;43;Hradec Kralove;east Bohemia;161854;73;21;6;1;6;76.3;9425;125;2.11;3988.0;1;5929
193;2343;monthly issuance;941209;5449;951104;99336;24;4139;1;2831;OWNER;805709;68;female;951104;68;Frydek - Mistek;north Moravia;228848;15;40;18;2;6;57.2;9893;96;4.404999999999999;5755.0;1;5754
194;6609;monthly issuance;950327;6342;951112;60156;36;1671;-1;7980;OWNER;760808;16;male;951112;16;Jindrichuv Hradec;south Bohemia;93931;74;21;10;1;8;56.9;8427;107;1.33;1893.5;1;6756
195;2218;monthly issuance;941121;5409;951118;182040;60;3034;1;2686;OWNER;515324;19;female;951118;19;Prachatice;south Bohemia;51428;50;11;3;1;4;52.7;8402;120;3.5549999999999997;1049.0;2;5368
196;9627;issuance after transaction;940722;6955;951122;244368;48;5091;1;11851;OWNER;700402;65;male;951122;65;Znojmo;south Moravia;114200;101;41;4;1;4;43.7;8403;105;5.73;2437.5;1;3312
197;9731;issuance after transaction;941201;6985;951122;113796;36;3161;1;11978;OWNER;711009;54;male;951122;54;Brno - mesto;south Moravia;387570;0;0;0;1;1;100.0;9897;140;1.78;18708.5;2;6736
198;789;monthly issuance;950206;5125;951123;73056;48;1522;1;944;OWNER;701218;39;male;951123;39;Most;north Bohemia;119895;17;4;3;2;4;89.9;10446;90;8.370000000000001;4845.0;2;8924
199;4081;monthly issuance;950722;5805;951128;137904;24;5746;-1;4918;OWNER;680506;11;male;951128;11;Praha - zapad;central Bohemia;75637;35;36;9;0;7;36.5;9622;154;0.52;3502.0;1;3876
200;5774;monthly issuance;950608;6185;951128;31176;24;1299;1;6987;OWNER;680129;1;male;951128;1;Hl.m. Praha;Prague;1204953;0;0;0;1;1;100.0;12541;167;0.36;92392.0;1;11242
201;11042;monthly issuance;950129;7243;951204;217152;36;6032;1;13576;OWNER;740707;72;male;951204;72;Olomouc;north Moravia;226122;32;50;7;4;4;62.6;8994;110;4.295;9440.0;1;2962
202;6924;monthly issuance;940601;6403;951205;194880;48;4060;1;8359;OWNER;791206;74;male;951205;74;Ostrava - mesto;north Moravia;323870;0;0;0;1;1;100.0;10673;100;5.095000000000001;18564.5;1;6613
203;7765;weekly issuance;940710;6578;951211;27984;12;2332;1;9606;OWNER;490216;52;male;951211;52;Usti nad Orlici;east Bohemia;139012;59;41;8;3;10;61.9;8363;108;3.005;2681.5;1;6031
204;2227;weekly issuance;940522;5413;951212;92976;24;3874;1;2698;OWNER;706007;31;female;951212;31;Tachov;west Bohemia;51313;34;12;3;1;4;59.2;8930;108;3.8600000000000003;1390.0;2;5056
205;9583;weekly issuance;940522;6949;951212;104712;24;4363;1;11794;OWNER;706007;31;female;951212;31;Tachov;west Bohemia;51313;34;12;3;1;4;59.2;8930;108;3.8600000000000003;1390.0;2;4567
206;7606;monthly issuance;950315;6545;951212;191880;60;3198;1;9417;OWNER;490308;21;male;951212;21;Tabor;south Bohemia;103347;87;16;7;1;7;67.0;9104;123;1.79;2326.5;1;5906
207;5742;issuance after transaction;950705;6178;951216;232560;48;4845;1;6946;OWNER;705129;74;female;951216;74;Ostrava - mesto;north Moravia;323870;0;0;0;1;1;100.0;10673;100;5.095000000000001;18564.5;1;5828
208;1011;monthly issuance;941217;5160;951218;204000;60;3400;1;1215;OWNER;440506;45;male;951218;45;Jicin;east Bohemia;77917;85;19;6;1;5;53.5;8390;132;2.585;2101.0;1;4990
209;8899;weekly issuance;940905;6785;951225;125340;60;2089;1;10963;OWNER;440615;1;male;951225;1;Hl.m. Praha;Prague;1204953;0;0;0;1;1;100.0;12541;167;0.36;92392.0;1;10452
210;7562;weekly issuance;950117;6540;951231;309600;48;6450;1;9366;OWNER;750626;72;male;951231;72;Olomouc;north Moravia;226122;32;50;7;4;4;62.6;8994;110;4.295;9440.0;1;2544
211;7815;weekly issuance;950409;6589;960101;189696;24;7904;1;9663;OWNER;450924;19;male;960101;19;Prachatice;south Bohemia;51428;50;11;3;1;4;52.7;8402;120;3.5549999999999997;1049.0;2;498
212;4503;monthly issuance;950103;5900;960101;135360;48;2820;1;5433;OWNER;750924;50;male;960101;50;Svitavy;east Bohemia;102609;75;33;2;3;6;52.0;8187;94;5.140000000000001;2128.5;1;5367
213;4907;monthly issuance;940206;5999;960103;98832;48;2059;1;5928;OWNER;705910;42;female;960103;42;Havlickuv Brod;east Bohemia;95907;87;25;5;2;7;59.1;8388;87;2.675;1663.0;1;6329
214;5126;monthly issuance;950403;6043;960111;20352;48;424;1;6185;OWNER;485305;58;female;960111;58;Jihlava;south Moravia;109164;98;16;6;1;4;63.6;8757;96;3.665;2341.5;2;8333
215;2496;monthly issuance;940521;5482;960112;165120;60;2752;1;3013;OWNER;505318;51;female;960112;51;Trutnov;east Bohemia;121947;37;28;7;3;11;70.5;8541;131;2.74;3667.5;2;5789
216;11138;weekly issuance;950818;7263;960119;89880;24;3745;1;13690;OWNER;630516;70;male;960119;70;Karvina;north Moravia;285387;0;2;8;5;7;89.9;10177;81;7.1899999999999995;9993.0;1;6432
217;4995;weekly issuance;940801;6013;960203;128988;36;3583;-1;6034;OWNER;390815;20;male;960203;20;Strakonice;south Bohemia;70646;94;14;3;1;4;58.4;8547;120;3.145;1552.5;1;4964
218;3804;monthly issuance;940407;5750;960208;63252;12;5271;1;4584;OWNER;495624;7;female;960208;7;Melnik;central Bohemia;94725;38;28;1;3;6;63.4;9920;130;2.565;4567.5;1;4649
219;5066;weekly issuance;950827;6027;960210;61656;24;2569;-1;6115;OWNER;536225;13;female;960210;13;Rakovnik;central Bohemia;53921;61;22;1;1;2;41.3;8598;123;3.0149999999999997;1736.0;1;6029
220;6400;issuance after transaction;951009;6303;960212;72408;24;3017;-1;7727;OWNER;585613;31;female;960212;31;Tachov;west Bohemia;51313;34;12;3;1;4;59.2;8930;108;3.8600000000000003;1390.0;1;5913
221;10884;monthly issuance;950220;7213;960213;113544;36;3154;1;13380;OWNER;420918;65;male;960213;65;Znojmo;south Moravia;114200;101;41;4;1;4;43.7;8403;105;5.73;2437.5;1;5249
222;8092;monthly issuance;950111;6659;960220;56100;60;935;1;9995;OWNER;580707;54;male;960220;54;Brno - mesto;south Moravia;387570;0;0;0;1;1;100.0;9897;140;1.78;18708.5;1;8962
223;5735;monthly issuance;950125;6175;960221;290700;60;4845;-1;6936;OWNER;595227;52;female;960221;52;Usti nad Orlici;east Bohemia;139012;59;41;8;3;10;61.9;8363;108;3.005;2681.5;1;3518
224;3112;monthly issuance;940812;5610;960224;123216;48;2567;1;3763;OWNER;775812;38;female;960224;38;Louny;north Bohemia;85852;41;23;4;2;4;59.8;8965;104;7.655;2737.5;2;6398
225;2912;monthly issuance;940730;5563;960229;380160;60;6336;1;3519;OWNER;491215;74;male;960229;74;Ostrava - mesto;north Moravia;323870;0;0;0;1;1;100.0;10673;100;5.095000000000001;18564.5;1;4337
226;4852;monthly issuance;950413;5989;960304;213300;36;5925;1;5860;OWNER;640422;47;male;960304;47;Pardubice;east Bohemia;162580;83;26;5;1;6;72.8;9538;111;1.6600000000000001;5744.5;1;3613
227;8327;weekly issuance;950808;6698;960310;247728;48;5161;1;10282;OWNER;790619;1;male;960310;1;Hl.m. Praha;Prague;1204953;0;0;0;1;1;100.0;12541;167;0.36;92392.0;1;7380
228;1772;weekly issuance;950220;5312;960313;202788;36;5633;1;2148;OWNER;535720;31;female;960313;31;Tachov;west Bohemia;51313;34;12;3;1;4;59.2;8930;108;3.8600000000000003;1390.0;1;3297
229;10728;monthly issuance;941223;7189;960321;154656;48;3222;1;13190;OWNER;561128;71;male;960321;71;Novy Jicin;north Moravia;161227;5;35;11;4;10;69.7;8678;102;5.75;4787.5;1;5456
230;9017;monthly issuance;951122;6816;960326;100224;48;2088;-1;11105;OWNER;575201;70;female;960326;70;Karvina;north Moravia;285387;0;2;8;5;7;89.9;10177;81;7.1899999999999995;9993.0;1;8089
231;5574;weekly issuance;940714;6137;960410;44628;12;3719;1;6731;OWNER;431126;13;male;960410;13;Rakovnik;central Bohemia;53921;61;22;1;1;2;41.3;8598;123;3.0149999999999997;1736.0;1;4879
232;808;monthly issuance;950613;5128;960411;215616;48;4492;-1;968;OWNER;570217;69;male;960411;69;Jesenik;north Moravia;42821;4;13;5;1;3;48.4;8173;124;7.01;1358.0;1;3681
233;2456;monthly issuance;950909;5470;960415;200976;48;4187;1;2966;OWNER;550220;65;male;960415;65;Znojmo;south Moravia;114200;101;41;4;1;4;43.7;8403;105;5.73;2437.5;1;4216
234;3037;monthly issuance;940526;5593;960418;277884;36;7719;-1;3670;OWNER;805917;44;female;960418;44;Chrudim;east Bohemia;105606;77;26;7;2;7;53.0;8254;97;3.275;2245.5;1;535
235;1967;weekly issuance;950213;5350;960421;249312;48;5194;1;2392;OWNER;550521;26;male;960421;26;Plzen - mesto;west Bohemia;170449;0;0;0;1;1;100.0;10787;131;2.865;6151.0;1;5593
236;5213;monthly issuance;950818;6063;960425;320976;48;6687;-1;6299;OWNER;360809;1;male;960425;1;Hl.m. Praha;Prague;1204953;0;0;0;1;1;100.0;12541;167;0.36;92392.0;1;5854
237;7418;monthly issuance;950407;6501;960429;30276;12;2523;-1;9196;OWNER;395423;21;female;960429;21;Tabor;south Bohemia;103347;87;16;7;1;7;67.0;9104;123;1.79;2326.5;1;6581
238;2352;monthly issuance;950121;5452;960429;49440;60;824;1;2843;OWNER;666006;70;female;960429;70;Karvina;north Moravia;285387;0;2;8;5;7;89.9;10177;81;7.1899999999999995;9993.0;1;9353
239;19;monthly issuance;950407;4961;960429;30276;12;2523;-1;25;OWNER;395423;21;female;960429;21;Tabor;south Bohemia;103347;87;16;7;1;7;67.0;9104;123;1.79;2326.5;1;6581
240;67;monthly issuance;941019;4973;960502;165960;24;6915;1;78;OWNER;445613;16;female;960502;16;Jindrichuv Hradec;south Bohemia;93931;74;21;10;1;8;56.9;8427;107;1.33;1893.5;1;1512
241;5794;monthly issuance;950714;6190;960506;123600;60;2060;1;7010;OWNER;670630;70;male;960506;70;Karvina;north Moravia;285387;0;2;8;5;7;89.9;10177;81;7.1899999999999995;9993.0;2;8117
242;8411;monthly issuance;941202;6715;960506;220620;60;3677;1;10389;OWNER;435815;20;female;960506;20;Strakonice;south Bohemia;70646;94;14;3;1;4;58.4;8547;120;3.145;1552.5;1;4870
243;4462;weekly issuance;951227;5892;960514;66480;24;2770;-1;5384;OWNER;350721;73;male;960514;73;Opava;north Moravia;182027;17;49;12;2;7;56.4;8746;90;3.535;4394.0;1;5976
244;7614;monthly issuance;950208;6550;960518;320592;48;6679;1;9427;OWNER;706109;62;female;960518;62;Uherske Hradiste;south Moravia;145688;22;41;13;2;5;40.7;8544;109;1.5750000000000002;2812.5;2;1865
245;3608;weekly issuance;940830;5706;960524;161496;36;4486;1;4352;OWNER;710724;72;male;960524;72;Olomouc;north Moravia;226122;32;50;7;4;4;62.6;8994;110;4.295;9440.0;1;4508
246;940;monthly issuance;941115;5148;960529;284280;60;4738;1;1133;OWNER;585915;37;female;960529;37;Litomerice;north Bohemia;114006;71;26;6;2;9;62.3;9065;123;4.925;4156.5;2;4327
247;8547;weekly issuance;950717;6734;960530;173016;36;4806;1;10543;OWNER;455223;14;female;960530;14;Ceske Budejovice;south Bohemia;177686;69;27;10;1;9;74.8;10045;135;1.565;6449.5;1;5239
248;5422;monthly issuance;941022;6109;960603;368880;60;6148;1;6544;OWNER;740804;66;male;960603;66;Zdar nad Sazavou;south Moravia;125832;151;41;2;3;5;48.3;8512;102;3.815;2175.0;2;2364
249;9645;monthly issuance;960123;6961;960606;176148;36;4893;1;11873;OWNER;636120;38;female;960606;38;Louny;north Bohemia;85852;41;23;4;2;4;59.8;8965;104;7.655;2737.5;1;4072
250;9006;weekly issuance;940902;6810;960608;186384;48;3883;1;11093;OWNER;590129;40;male;960608;40;Teplice;north Bohemia;128118;9;16;6;3;8;85.3;9317;97;6.78;6910.5;1;5434
251;2572;issuance after transaction;941113;5494;960613;360000;48;7500;1;3103;OWNER;735307;64;female;960613;64;Zlin;south Moravia;197099;29;41;10;2;10;74.7;9624;145;1.955;4374.5;1;2124
252;1766;monthly issuance;940903;5311;960615;30060;60;501;1;2141;OWNER;510906;28;male;960615;28;Plzen - sever;west Bohemia;72541;66;26;10;0;8;36.9;8594;112;1.815;1552.5;1;8093
253;2322;monthly issuance;950102;5445;960629;46320;24;1930;1;2809;OWNER;790214;33;male;960629;33;Decin;north Bohemia;133777;24;17;7;3;11;84.7;8705;116;6.68;4754.5;1;6775
254;1698;monthly issuance;960314;5301;960706;141948;36;3943;1;2063;OWNER;505926;68;female;960706;68;Frydek - Mistek;north Moravia;228848;15;40;18;2;6;57.2;9893;96;4.404999999999999;5755.0;1;5950
255;10001;monthly issuance;950528;7034;960711;19044;36;529;1;12303;OWNER;745405;24;female;960711;24;Karlovy Vary;west Bohemia;122603;25;21;6;2;8;80.0;8991;128;1.6999999999999997;5235.5;1;8462
256;8680;monthly issuance;960212;6751;960714;85716;36;2381;1;10702;OWNER;380503;17;male;960714;17;Pelhrimov;south Bohemia;74062;99;15;4;2;7;61.4;8114;119;2.5;1092.0;2;5733
257;8127;monthly issuance;941013;6667;960715;155880;24;6495;1;10040;OWNER;686030;37;female;960715;37;Litomerice;north Bohemia;114006;71;26;6;2;9;62.3;9065;123;4.925;4156.5;2;2570
258;5541;monthly issuance;950324;6130;960718;32640;48;680;1;6691;OWNER;421015;43;male;960718;43;Hradec Kralove;east Bohemia;161854;73;21;6;1;6;76.3;9425;125;2.11;3988.0;1;8745
259;2268;monthly issuance;950211;5429;960718;20196;36;561;1;2746;OWNER;710225;1;male;960718;1;Hl.m. Praha;Prague;1204953;0;0;0;1;1;100.0;12541;167;0.36;92392.0;1;11980
260;3679;monthly issuance;950815;5725;960723;444864;48;9268;1;4434;OWNER;640329;64;male;960723;64;Zlin;south Moravia;197099;29;41;10;2;10;74.7;9624;145;1.955;4374.5;2;356
261;5033;monthly issuance;950803;6019;960725;11400;12;950;1;6077;OWNER;805430;54;female;960725;54;Brno - mesto;south Moravia;387570;0;0;0;1;1;100.0;9897;140;1.78;18708.5;1;8947
262;6985;monthly issuance;950727;6421;960725;96768;36;2688;1;8432;OWNER;685106;38;female;960725;38;Louny;north Bohemia;85852;41;23;4;2;4;59.8;8965;104;7.655;2737.5;2;6277
263;9790;monthly issuance;951109;6992;960727;133968;48;2791;1;12050;OWNER;430530;52;male;960727;52;Usti nad Orlici;east Bohemia;139012;59;41;8;3;10;61.9;8363;108;3.005;2681.5;2;5572
264;846;monthly issuance;960309;5136;960728;187104;24;7796;1;1020;OWNER;775510;72;female;960728;72;Olomouc;north Moravia;226122;32;50;7;4;4;62.6;8994;110;4.295;9440.0;1;1198
265;1886;monthly issuance;960305;5337;960731;162468;36;4513;1;2288;OWNER;575823;32;female;960731;32;Ceska Lipa;north Bohemia;105058;32;19;7;2;10;81.0;9272;118;3.01;4422.5;2;4759
266;2580;monthly issuance;951109;5495;960802;89340;60;1489;1;3113;OWNER;716112;60;female;960802;60;Prostejov;south Moravia;110643;49;41;4;1;4;51.9;8441;115;3.9650000000000003;2065.5;2;6952
